subject,relation,object,confidence,year,party
Vladimír Bilčík,Mentions_Entity,Europe,1.0,2022,PPE
Vladimír Bilčík,Mentions_Entity,Ukraine,1.0,2022,PPE
Vladimír Bilčík,Mentions_Entity,Western Balkans,1.0,2022,PPE
Vladimír Bilčík,Mentions_Entity,France,1.0,2022,PPE
Vladimír Bilčík,Member_Of,PPE,1.0,2022,PPE
Vlad-Marius Botoş,Mentions_Topic,Refugees and asylum seekers,0.9,2022,ALDE
Vlad-Marius Botoş,Mentions_Topic,Education,0.7,2022,ALDE
Vlad-Marius Botoş,Mentions_Topic,War in Ukraine,0.8,2022,ALDE
Vlad-Marius Botoş,Mentions_Entity,Ukraine,1.0,2022,ALDE
Vlad-Marius Botoş,Member_Of,ALDE,1.0,2022,ALDE
Clara Aguilera,Mentions_Topic,climate change mitigation and adaptation,0.9,2022,S&D
Clara Aguilera,Mentions_Topic,forest conservation and restoration,0.8,2022,S&D
Clara Aguilera,Mentions_Topic,bioeconomy and rural development,0.7,2022,S&D
Clara Aguilera,Mentions_Entity,Katainen,1.0,2022,S&D
Clara Aguilera,Mentions_Entity,Carmen Avram,1.0,2022,S&D
Clara Aguilera,Member_Of,S&D,1.0,2022,S&D
Vlad-Marius Botoş,Mentions_Topic,European identity,0.9,2022,ALDE
Vlad-Marius Botoş,Mentions_Topic,propaganda,0.8,2022,ALDE
Vlad-Marius Botoş,Mentions_Topic,democracy,0.7,2022,ALDE
Vlad-Marius Botoş,Mentions_Topic,solidarity,0.6,2022,ALDE
Vlad-Marius Botoş,Mentions_Topic,freedom of expression,0.5,2022,ALDE
Vlad-Marius Botoş,Mentions_Entity,Vlad-Marius Botoş,1.0,2022,ALDE
Vlad-Marius Botoş,Mentions_Entity,Uniunea Europeană,1.0,2022,ALDE
Vlad-Marius Botoş,Member_Of,ALDE,1.0,2022,ALDE
Gabriele Bischoff,Mentions_Topic,surveillance,0.9,2022,S&D
Gabriele Bischoff,Mentions_Topic,democracy,0.8,2022,S&D
Gabriele Bischoff,Mentions_Topic,European Union,0.6,2022,S&D
Gabriele Bischoff,Mentions_Entity,Watergate,1.0,2022,S&D
Gabriele Bischoff,Mentions_Entity,Reynders,1.0,2022,S&D
Gabriele Bischoff,Mentions_Entity,Griechenland,1.0,2022,S&D
Gabriele Bischoff,Mentions_Entity,Polen,1.0,2022,S&D
Gabriele Bischoff,Member_Of,S&D,1.0,2022,S&D
Angelika Winzig,Mentions_Topic,Migrationskrise,0.9,2022,PPE
Angelika Winzig,Mentions_Topic,Grenzkontrolle,0.8,2022,PPE
Angelika Winzig,Mentions_Topic,Flüchtlinge,0.7,2022,PPE
Angelika Winzig,Mentions_Entity,Österreich,1.0,2022,PPE
Angelika Winzig,Mentions_Entity,EU,1.0,2022,PPE
Angelika Winzig,Member_Of,PPE,1.0,2022,PPE
Alfred Sant,Mentions_Topic,European security architecture,0.9,2022,S&D
Alfred Sant,Mentions_Topic,energy supplies,0.8,2022,S&D
Alfred Sant,Mentions_Topic,food supplies,0.7,2022,S&D
Alfred Sant,Mentions_Topic,Russia-Ukraine conflict,0.9,2022,S&D
Alfred Sant,Mentions_Topic,economic risks,0.6,2022,S&D
Alfred Sant,Mentions_Entity,Russia,1.0,2022,S&D
Alfred Sant,Mentions_Entity,Ukraine,1.0,2022,S&D
Alfred Sant,Mentions_Entity,EU,1.0,2022,S&D
Alfred Sant,Member_Of,S&D,1.0,2022,S&D
Siegfried Mureşan,Mentions_Topic,Ukraine,0.9,2022,PPE
Siegfried Mureşan,Mentions_Topic,European Union,0.8,2022,PPE
Siegfried Mureşan,Mentions_Topic,security,0.7,2022,PPE
Siegfried Mureşan,Mentions_Topic,defence,0.6,2022,PPE
Siegfried Mureşan,Mentions_Topic,democracy,0.5,2022,PPE
Siegfried Mureşan,Mentions_Entity,Ukraine,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,European Union,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,Republic of Moldova,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,Siegfried Mureşan,1.0,2022,PPE
Siegfried Mureşan,Member_Of,PPE,1.0,2022,PPE
Tomislav Sokol,Mentions_Topic,demographic challenges,0.9,2022,PPE
Tomislav Sokol,Mentions_Topic,urbanization,0.8,2022,PPE
Tomislav Sokol,Mentions_Topic,infrastructure,0.7,2022,PPE
Tomislav Sokol,Mentions_Entity,Tomislav Sokol,1.0,2022,PPE
Tomislav Sokol,Member_Of,PPE,1.0,2022,PPE
Joachim Kuhs,Mentions_Topic,Transparency,0.9,2022,ID
Joachim Kuhs,Mentions_Topic,Investment decisions,0.7,2022,ID
Joachim Kuhs,Mentions_Entity,Joachim Kuhs,1.0,2022,ID
Joachim Kuhs,Mentions_Entity,EIB,1.0,2022,ID
Joachim Kuhs,Mentions_Entity,European Commission,1.0,2022,ID
Joachim Kuhs,Mentions_Entity,Rechnungshof,1.0,2022,ID
Joachim Kuhs,Mentions_Entity,BioNTech/Pfizer,1.0,2022,ID
Joachim Kuhs,Mentions_Entity,Hans-Gert Hoyer,1.0,2022,ID
Joachim Kuhs,Member_Of,ID,1.0,2022,ID
Vlad Gheorghe,Mentions_Topic,environmental protection,0.9,2022,ALDE
Vlad Gheorghe,Mentions_Topic,deforestation,0.8,2022,ALDE
Vlad Gheorghe,Mentions_Topic,climate change,0.7,2022,ALDE
Vlad Gheorghe,Mentions_Topic,politics,0.6,2022,ALDE
Vlad Gheorghe,Mentions_Topic,future of children,0.5,2022,ALDE
Vlad Gheorghe,Mentions_Entity,Europa,1.0,2022,ALDE
Vlad Gheorghe,Member_Of,ALDE,1.0,2022,ALDE
Bert-Jan Ruissen,Mentions_Topic,EU-Afrika-top,0.9,2022,ECR
Bert-Jan Ruissen,Mentions_Topic,geopolitics,0.7,2022,ECR
Bert-Jan Ruissen,Mentions_Topic,agriculture,0.6,2022,ECR
Bert-Jan Ruissen,Mentions_Topic,human rights,0.5,2022,ECR
Bert-Jan Ruissen,Mentions_Entity,China,1.0,2022,ECR
Bert-Jan Ruissen,Member_Of,ECR,1.0,2022,ECR
Dominique Bilde,Mentions_Topic,Afghanistan,0.9,2022,ID
Dominique Bilde,Mentions_Topic,Women's rights,0.8,2022,ID
Dominique Bilde,Mentions_Topic,Humanitarian aid,0.7,2022,ID
Dominique Bilde,Mentions_Topic,Taliban,0.6,2022,ID
Dominique Bilde,Mentions_Topic,Human rights,0.5,2022,ID
Dominique Bilde,Mentions_Entity,Afghanistan,1.0,2022,ID
Dominique Bilde,Mentions_Entity,Taliban,1.0,2022,ID
Dominique Bilde,Mentions_Entity,Women,1.0,2022,ID
Dominique Bilde,Member_Of,ID,1.0,2022,ID
Othmar Karas,Mentions_Topic,social Europe,0.9,2022,PPE
Othmar Karas,Mentions_Topic,climate change,0.8,2022,PPE
Othmar Karas,Mentions_Topic,energy transition,0.7,2022,PPE
Othmar Karas,Mentions_Entity,European Parliament,1.0,2022,PPE
Othmar Karas,Mentions_Entity,Russia,1.0,2022,PPE
Othmar Karas,Mentions_Entity,Ukraine,1.0,2022,PPE
Othmar Karas,Member_Of,PPE,1.0,2022,PPE
Enikő Győri,Mentions_Topic,economy,0.8,2022,NI
Enikő Győri,Mentions_Topic,regulation,0.7,2022,NI
Enikő Győri,Mentions_Topic,business,0.6,2022,NI
Enikő Győri,Mentions_Entity,Joe,1.0,2022,NI
Enikő Győri,Member_Of,NI,1.0,2022,NI
Jaak Madison,Mentions_Topic,corruption,0.9,2022,ID
Jaak Madison,Mentions_Topic,European Commission,0.7,2022,ID
Jaak Madison,Mentions_Topic,Belgian police,0.6,2022,ID
Jaak Madison,Mentions_Topic,vaccines,0.5,2022,ID
Jaak Madison,Mentions_Topic,parliamentary procedure,0.4,2022,ID
Jaak Madison,Mentions_Entity,Emily O'Reilly,1.0,2022,ID
Jaak Madison,Mentions_Entity,Ursula von der Leyen,1.0,2022,ID
Jaak Madison,Mentions_Entity,Pfizer,1.0,2022,ID
Jaak Madison,Mentions_Entity,Katar,1.0,2022,ID
Jaak Madison,Member_Of,ID,1.0,2022,ID
Sylvie Brunet,Mentions_Topic,pauvreté,0.9,2022,ALDE
Sylvie Brunet,Mentions_Topic,emploi,0.7,2022,ALDE
Sylvie Brunet,Mentions_Entity,Sylvie Brunet,1.0,2022,ALDE
Sylvie Brunet,Mentions_Entity,Renew,1.0,2022,ALDE
Sylvie Brunet,Mentions_Entity,Madame la Commissaire,1.0,2022,ALDE
Sylvie Brunet,Member_Of,ALDE,1.0,2022,ALDE
Charlie Weimers,Mentions_Topic,Russian aggression,0.9,2022,ECR
Charlie Weimers,Mentions_Topic,terrorism,0.8,2022,ECR
Charlie Weimers,Mentions_Topic,EU-Russia relations,0.7,2022,ECR
Charlie Weimers,Mentions_Topic,Ukraine,0.6,2022,ECR
Charlie Weimers,Mentions_Topic,regional stability,0.5,2022,ECR
Charlie Weimers,Mentions_Entity,Charlie Weimers,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Commissioner Johansson,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Russia,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Syria,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Ukraine,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Chechnya,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Georgia,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Middle East,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Latin America,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Syria,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Cuba,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,North Korea,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Iran,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Moscow,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Latvia,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Lithuania,1.0,2022,ECR
Charlie Weimers,Mentions_Entity,Estonia,1.0,2022,ECR
Charlie Weimers,Member_Of,ECR,1.0,2022,ECR
Emmanuel Maurel,Mentions_Topic,Ukraine conflict,0.9,2022,GUE/NGL
Emmanuel Maurel,Mentions_Topic,European aid,0.7,2022,GUE/NGL
Emmanuel Maurel,Mentions_Entity,Sandu,1.0,2022,GUE/NGL
Emmanuel Maurel,Mentions_Entity,Moldavie,1.0,2022,GUE/NGL
Emmanuel Maurel,Mentions_Entity,Tiraspol,1.0,2022,GUE/NGL
Emmanuel Maurel,Mentions_Entity,Ukraine,1.0,2022,GUE/NGL
Emmanuel Maurel,Mentions_Entity,Russia,1.0,2022,GUE/NGL
Emmanuel Maurel,Member_Of,GUE/NGL,1.0,2022,GUE/NGL
Petar Vitanov,Mentions_Topic,food prices,0.9,2022,S&D
Petar Vitanov,Mentions_Topic,Ukraine-Russia conflict,0.8,2022,S&D
Petar Vitanov,Mentions_Topic,European Union support,0.7,2022,S&D
Petar Vitanov,Mentions_Entity,Russia,1.0,2022,S&D
Petar Vitanov,Mentions_Entity,Ukraine,1.0,2022,S&D
Petar Vitanov,Mentions_Entity,Petar Vitanov,1.0,2022,S&D
Petar Vitanov,Member_Of,S&D,1.0,2022,S&D
Maria Grapini,Mentions_Topic,European integration,0.9,2022,S&D
Maria Grapini,Mentions_Topic,Parliamentary powers,0.7,2022,S&D
Maria Grapini,Member_Of,S&D,1.0,2022,S&D
Tiemo Wölken,Mentions_Topic,Krebsbekämpfung,0.9,2022,S&D
Tiemo Wölken,Mentions_Topic,Alkoholkritik,0.7,2022,S&D
Tiemo Wölken,Mentions_Entity,Véronique Kyriakides,1.0,2022,S&D
Tiemo Wölken,Mentions_Entity,Europäisches Parlament,1.0,2022,S&D
Tiemo Wölken,Mentions_Entity,Deutschland,1.0,2022,S&D
Tiemo Wölken,Member_Of,S&D,1.0,2022,S&D
Seán Kelly,Mentions_Topic,EU support for Moldova,0.9,2022,PPE
Seán Kelly,Mentions_Topic,humanitarian efforts,0.7,2022,PPE
Seán Kelly,Mentions_Entity,Moldova,1.0,2022,PPE
Seán Kelly,Mentions_Entity,Ukraine,1.0,2022,PPE
Seán Kelly,Mentions_Entity,Russia,1.0,2022,PPE
Seán Kelly,Member_Of,PPE,1.0,2022,PPE
Nicola Beer,Mentions_Topic,energy embargo,0.9,2022,ALDE
Nicola Beer,Mentions_Topic,geopolitics,0.7,2022,ALDE
Nicola Beer,Mentions_Topic,european union,0.6,2022,ALDE
Nicola Beer,Mentions_Topic,russia,0.6,2022,ALDE
Nicola Beer,Mentions_Topic,ukraine,0.5,2022,ALDE
Nicola Beer,Mentions_Entity,Nicola Beer,1.0,2022,ALDE
Nicola Beer,Mentions_Entity,Putin,1.0,2022,ALDE
Nicola Beer,Mentions_Entity,Russia,1.0,2022,ALDE
Nicola Beer,Mentions_Entity,Ukraine,1.0,2022,ALDE
Nicola Beer,Mentions_Entity,European Union,1.0,2022,ALDE
Nicola Beer,Member_Of,ALDE,1.0,2022,ALDE
Karsten Lucke,Mentions_Topic,Long-COVID and its consequences,0.9,2022,S&D
Karsten Lucke,Mentions_Topic,Access to treatment and medication,0.8,2022,S&D
Karsten Lucke,Mentions_Topic,Patient welfare and support,0.7,2022,S&D
Karsten Lucke,Mentions_Topic,European Commission's responsibility,0.6,2022,S&D
Karsten Lucke,Mentions_Topic,Healthcare policy,0.5,2022,S&D
Karsten Lucke,Mentions_Entity,WHO,1.0,2022,S&D
Karsten Lucke,Mentions_Entity,Karsten Lucke,1.0,2022,S&D
Karsten Lucke,Member_Of,S&D,1.0,2022,S&D
Gwendoline Delbos-Corfield,Mentions_Topic,veto,0.9,2022,Greens/EFA
Gwendoline Delbos-Corfield,Mentions_Topic,majority,0.7,2022,Greens/EFA
Gwendoline Delbos-Corfield,Mentions_Entity,Gwendoline Delbos-Corfield,1.0,2022,Greens/EFA
Gwendoline Delbos-Corfield,Member_Of,Greens/EFA,1.0,2022,Greens/EFA
Clara Ponsatí Obiols,Mentions_Topic,language rights,0.9,2022,NI
Clara Ponsatí Obiols,Mentions_Topic,European Union,0.7,2022,NI
Clara Ponsatí Obiols,Mentions_Entity,Catalan,1.0,2022,NI
Clara Ponsatí Obiols,Member_Of,NI,1.0,2022,NI
Tom Vandendriessche,Mentions_Topic,censorship,0.9,2022,ID
Tom Vandendriessche,Mentions_Topic,free speech,0.8,2022,ID
Tom Vandendriessche,Mentions_Topic,social media,0.7,2022,ID
Tom Vandendriessche,Mentions_Topic,democracy,0.6,2022,ID
Tom Vandendriessche,Mentions_Topic,digital rights,0.5,2022,ID
Tom Vandendriessche,Mentions_Entity,Facebook,1.0,2022,ID
Tom Vandendriessche,Member_Of,ID,1.0,2022,ID
Evin Incir,Mentions_Topic,Ukraine conflict,0.9,2022,S&D
Evin Incir,Mentions_Topic,terrorism,0.8,2022,S&D
Evin Incir,Mentions_Topic,Putin's regime,0.7,2022,S&D
Evin Incir,Mentions_Entity,Putin,1.0,2022,S&D
Evin Incir,Mentions_Entity,Ukraine,1.0,2022,S&D
Evin Incir,Mentions_Entity,Iran,1.0,2022,S&D
Evin Incir,Member_Of,S&D,1.0,2022,S&D
Alex Agius Saliba,Mentions_Topic,climate change,0.8,2022,S&D
Alex Agius Saliba,Mentions_Topic,economic crisis,0.9,2022,S&D
Alex Agius Saliba,Mentions_Topic,social inequality,0.7,2022,S&D
Alex Agius Saliba,Mentions_Entity,Alex Agius Saliba,1.0,2022,S&D
Alex Agius Saliba,Member_Of,S&D,1.0,2022,S&D
Sirpa Pietikäinen,Mentions_Topic,environmental harm,0.9,2022,PPE
Sirpa Pietikäinen,Mentions_Topic,circular economy,0.8,2022,PPE
Sirpa Pietikäinen,Mentions_Topic,textile industry,0.8,2022,PPE
Sirpa Pietikäinen,Mentions_Topic,sustainability,0.7,2022,PPE
Sirpa Pietikäinen,Mentions_Topic,regulation,0.6,2022,PPE
Sirpa Pietikäinen,Mentions_Entity,Commission,1.0,2022,PPE
Sirpa Pietikäinen,Mentions_Entity,Commissioner,1.0,2022,PPE
Sirpa Pietikäinen,Member_Of,PPE,1.0,2022,PPE
Ivan Vilibor Sinčić,Mentions_Topic,human rights,0.9,2022,NI
Ivan Vilibor Sinčić,Mentions_Topic,democracy,0.7,2022,NI
Ivan Vilibor Sinčić,Mentions_Topic,COVID-19,0.6,2022,NI
Ivan Vilibor Sinčić,Mentions_Topic,European Convention on Human Rights,0.5,2022,NI
Ivan Vilibor Sinčić,Mentions_Topic,Bosnia and Herzegovina,0.4,2022,NI
Ivan Vilibor Sinčić,Mentions_Entity,Ivan Vilibor Sinčić,1.0,2022,NI
Ivan Vilibor Sinčić,Mentions_Entity,Ajanović,1.0,2022,NI
Ivan Vilibor Sinčić,Mentions_Entity,Bosnia and Herzegovina,1.0,2022,NI
Ivan Vilibor Sinčić,Mentions_Entity,European Court of Human Rights,1.0,2022,NI
Ivan Vilibor Sinčić,Member_Of,NI,1.0,2022,NI
Beata Szydło,Mentions_Topic,solidarity and unity,0.8,2022,ECR
Beata Szydło,Mentions_Topic,democratic elections and decisions,0.7,2022,ECR
Beata Szydło,Mentions_Topic,energy policy,0.6,2022,ECR
Beata Szydło,Mentions_Topic,climate policy,0.5,2022,ECR
Beata Szydło,Mentions_Entity,Von der Leyen,1.0,2022,ECR
Beata Szydło,Mentions_Entity,Nord Stream 2,1.0,2022,ECR
Beata Szydło,Member_Of,ECR,1.0,2022,ECR
Sandro Gozi,Mentions_Topic,Economic Circularity,0.9,2022,ALDE
Sandro Gozi,Mentions_Topic,Consumer Rights,0.8,2022,ALDE
Sandro Gozi,Mentions_Topic,Environmental Protection,0.7,2022,ALDE
Sandro Gozi,Mentions_Entity,Sandro Gozi,1.0,2022,ALDE
Sandro Gozi,Member_Of,ALDE,1.0,2022,ALDE
Sunčana Glavak,Mentions_Topic,violence against women,0.9,2022,PPE
Sunčana Glavak,Mentions_Topic,economic empowerment of women,0.8,2022,PPE
Sunčana Glavak,Mentions_Topic,equality and social inclusion,0.7,2022,PPE
Sunčana Glavak,Mentions_Entity,Sunčana Glavak,1.0,2022,PPE
Sunčana Glavak,Mentions_Entity,McKinsey,1.0,2022,PPE
Sunčana Glavak,Member_Of,PPE,1.0,2022,PPE
Nico Semsrott,Mentions_Topic,Climate crisis,0.9,2022,Greens/EFA
Nico Semsrott,Mentions_Topic,Economic inequality,0.7,2022,Greens/EFA
Nico Semsrott,Mentions_Topic,Sanctions,0.6,2022,Greens/EFA
Nico Semsrott,Mentions_Entity,Elon Musk,1.0,2022,Greens/EFA
Nico Semsrott,Member_Of,Greens/EFA,1.0,2022,Greens/EFA
Claudia Gamon,Mentions_Topic,European Union budget,0.9,2022,ALDE
Claudia Gamon,Mentions_Topic,climate responsibility,0.7,2022,ALDE
Claudia Gamon,Mentions_Entity,European Union,1.0,2022,ALDE
Claudia Gamon,Member_Of,ALDE,1.0,2022,ALDE
María Soraya Rodríguez Ramos,Mentions_Topic,war and aggression,0.9,2022,ALDE
María Soraya Rodríguez Ramos,Mentions_Topic,international law,0.7,2022,ALDE
María Soraya Rodríguez Ramos,Mentions_Entity,Vladimir Putin,1.0,2022,ALDE
María Soraya Rodríguez Ramos,Mentions_Entity,Kremlin,1.0,2022,ALDE
María Soraya Rodríguez Ramos,Member_Of,ALDE,1.0,2022,ALDE
Christian Ehler,Mentions_Topic,European integration,0.9,2022,PPE
Christian Ehler,Mentions_Topic,energy policy,0.8,2022,PPE
Christian Ehler,Mentions_Entity,Olaf,1.0,2022,PPE
Christian Ehler,Mentions_Entity,Macron,1.0,2022,PPE
Christian Ehler,Mentions_Entity,Spain,1.0,2022,PPE
Christian Ehler,Mentions_Entity,France,1.0,2022,PPE
Christian Ehler,Member_Of,PPE,1.0,2022,PPE
Marc Botenga,Mentions_Topic,colonialism,0.9,2022,GUE/NGL
Marc Botenga,Mentions_Topic,neocolonialism,0.8,2022,GUE/NGL
Marc Botenga,Mentions_Topic,human rights,0.7,2022,GUE/NGL
Marc Botenga,Mentions_Topic,EU foreign policy,0.6,2022,GUE/NGL
Marc Botenga,Mentions_Topic,global politics,0.5,2022,GUE/NGL
Marc Botenga,Mentions_Entity,European Union,1.0,2022,GUE/NGL
Marc Botenga,Mentions_Entity,Europe,1.0,2022,GUE/NGL
Marc Botenga,Mentions_Entity,Africa,1.0,2022,GUE/NGL
Marc Botenga,Mentions_Entity,Asia,1.0,2022,GUE/NGL
Marc Botenga,Mentions_Entity,Latin America,1.0,2022,GUE/NGL
Marc Botenga,Member_Of,GUE/NGL,1.0,2022,GUE/NGL
Angel Dzhambazki,Mentions_Topic,EU membership,0.9,2022,ECR
Angel Dzhambazki,Mentions_Topic,Bulgaria and Romania,0.8,2022,ECR
Angel Dzhambazki,Mentions_Topic,Schengen area,0.8,2022,ECR
Angel Dzhambazki,Mentions_Topic,economic interests,0.6,2022,ECR
Angel Dzhambazki,Mentions_Entity,Bulgaria,1.0,2022,ECR
Angel Dzhambazki,Mentions_Entity,Romania,1.0,2022,ECR
Angel Dzhambazki,Mentions_Entity,Turkey,1.0,2022,ECR
Angel Dzhambazki,Mentions_Entity,Holland,1.0,2022,ECR
Angel Dzhambazki,Member_Of,ECR,1.0,2022,ECR
Alessandro Panza,Mentions_Topic,Ukraine crisis,0.9,2022,ID
Alessandro Panza,Mentions_Topic,European Union support for refugees,0.8,2022,ID
Alessandro Panza,Mentions_Topic,European Union budget,0.7,2022,ID
Alessandro Panza,Mentions_Topic,energy costs,0.6,2022,ID
Alessandro Panza,Mentions_Topic,crisis management,0.5,2022,ID
Alessandro Panza,Mentions_Entity,Alessandro Panza,1.0,2022,ID
Alessandro Panza,Mentions_Entity,Putin,1.0,2022,ID
Alessandro Panza,Mentions_Entity,Ukraine,1.0,2022,ID
Alessandro Panza,Mentions_Entity,Poland,1.0,2022,ID
Alessandro Panza,Mentions_Entity,European Commission,1.0,2022,ID
Alessandro Panza,Mentions_Entity,EU,1.0,2022,ID
Alessandro Panza,Member_Of,ID,1.0,2022,ID
Siegfried Mureşan,Mentions_Topic,EU membership,0.9,2022,PPE
Siegfried Mureşan,Mentions_Topic,Ukraine,0.8,2022,PPE
Siegfried Mureşan,Mentions_Topic,European values,0.7,2022,PPE
Siegfried Mureşan,Mentions_Topic,Refugees,0.6,2022,PPE
Siegfried Mureşan,Mentions_Topic,Security,0.5,2022,PPE
Siegfried Mureşan,Mentions_Entity,Siegfried Mureşan,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,Ukraine,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,Moldova,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,European Council,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,European Parliament,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,President Michel,1.0,2022,PPE
Siegfried Mureşan,Mentions_Entity,Vice-President Šefčovič,1.0,2022,PPE
Siegfried Mureşan,Member_Of,PPE,1.0,2022,PPE
Juan Fernando López Aguilar,Mentions_Topic,border incident,0.9,2022,S&D
Juan Fernando López Aguilar,Mentions_Topic,human trafficking,0.7,2022,S&D
Juan Fernando López Aguilar,Mentions_Topic,migration,0.6,2022,S&D
Juan Fernando López Aguilar,Mentions_Topic,responsibility,0.5,2022,S&D
Juan Fernando López Aguilar,Mentions_Topic,human rights,0.4,2022,S&D
Juan Fernando López Aguilar,Mentions_Entity,Johansson,1.0,2022,S&D
Juan Fernando López Aguilar,Mentions_Entity,Marruecos,1.0,2022,S&D
Juan Fernando López Aguilar,Mentions_Entity,Melilla,1.0,2022,S&D
Juan Fernando López Aguilar,Mentions_Entity,Unión Europea,1.0,2022,S&D
Juan Fernando López Aguilar,Member_Of,S&D,1.0,2022,S&D
Loránt Vincze,Mentions_Topic,good administration,0.9,2022,PPE
Loránt Vincze,Mentions_Topic,multilingualism,0.7,2022,PPE
Loránt Vincze,Mentions_Topic,transparency,0.6,2022,PPE
Loránt Vincze,Mentions_Topic,democratic principles,0.8,2022,PPE
Loránt Vincze,Mentions_Topic,institutional roles,0.9,2022,PPE
Loránt Vincze,Mentions_Entity,Ombudsman,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,Loránt Vincze,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,Madam Ombudsman,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,Irish,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,Commission,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,OLAF,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,EPPO,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,Madam O'Reilly,1.0,2022,PPE
Loránt Vincze,Mentions_Entity,European Ombudsman,1.0,2022,PPE
Loránt Vincze,Member_Of,PPE,1.0,2022,PPE
Karlo Ressler,Mentions_Topic,digital transformation,0.9,2022,PPE
Karlo Ressler,Mentions_Topic,youth employment,0.7,2022,PPE
Karlo Ressler,Mentions_Topic,education,0.6,2022,PPE
Karlo Ressler,Mentions_Topic,future of Europe,0.5,2022,PPE
Karlo Ressler,Mentions_Topic,generational issues,0.4,2022,PPE
Karlo Ressler,Mentions_Entity,Hrvatska,1.0,2022,PPE
Karlo Ressler,Member_Of,PPE,1.0,2022,PPE
Michaela Šojdrová,Mentions_Topic,migration,0.9,2022,PPE
Michaela Šojdrová,Mentions_Topic,Frontex,0.7,2022,PPE
Michaela Šojdrová,Mentions_Topic,human rights,0.6,2022,PPE
Michaela Šojdrová,Mentions_Topic,EU border control,0.5,2022,PPE
Michaela Šojdrová,Mentions_Topic,asylum seekers,0.4,2022,PPE
Michaela Šojdrová,Mentions_Entity,Frontex,1.0,2022,PPE
Michaela Šojdrová,Mentions_Entity,Putin,1.0,2022,PPE
Michaela Šojdrová,Mentions_Entity,Lesbos,1.0,2022,PPE
Michaela Šojdrová,Mentions_Entity,Greece,1.0,2022,PPE
Michaela Šojdrová,Mentions_Entity,Metadrasi,1.0,2022,PPE
Michaela Šojdrová,Mentions_Entity,Iliaktida,1.0,2022,PPE
Michaela Šojdrová,Mentions_Entity,Organizace na pomoc uprchlíkům,1.0,2022,PPE
Michaela Šojdrová,Member_Of,PPE,1.0,2022,PPE
Sergey Lagodinsky,Mentions_Topic,LGBTIQ rights,0.9,2022,Greens/EFA
Sergey Lagodinsky,Mentions_Topic,children's rights,0.8,2022,Greens/EFA
Sergey Lagodinsky,Mentions_Topic,parental rights,0.7,2022,Greens/EFA
Sergey Lagodinsky,Mentions_Topic,European Union law,0.6,2022,Greens/EFA
Sergey Lagodinsky,Mentions_Topic,European Court of Justice,0.5,2022,Greens/EFA
Sergey Lagodinsky,Mentions_Entity,Sara,1.0,2022,Greens/EFA
Sergey Lagodinsky,Mentions_Entity,European Court of Justice,1.0,2022,Greens/EFA
Sergey Lagodinsky,Member_Of,Greens/EFA,1.0,2022,Greens/EFA
György Hölvényi,Mentions_Topic,menekültválság,0.9,2022,PPE
György Hölvényi,Mentions_Topic,orosz-ukrán háború,0.8,2022,PPE
György Hölvényi,Mentions_Topic,humanitárius segítségnyújtás,0.7,2022,PPE
György Hölvényi,Mentions_Entity,Magyarország,1.0,2022,PPE
György Hölvényi,Mentions_Entity,Ukrajna,1.0,2022,PPE
György Hölvényi,Mentions_Entity,Lengyelország,1.0,2022,PPE
György Hölvényi,Mentions_Entity,Margaritis Schinas,1.0,2022,PPE
György Hölvényi,Member_Of,PPE,1.0,2022,PPE
Matteo Adinolfi,Mentions_Topic,digitalizzazione,0.9,2022,ID
Matteo Adinolfi,Mentions_Topic,competitività,0.7,2022,ID
Matteo Adinolfi,Mentions_Entity,Europa,1.0,2022,ID
Matteo Adinolfi,Mentions_Entity,Unione europea,1.0,2022,ID
Matteo Adinolfi,Member_Of,ID,1.0,2022,ID
