speaker_name,topics,entities,sentiment,summary,source_id,date,year,original_text,party,country,political_orientation
Siegfried Mureşan,"[{'topic': 'Ukraine', 'confidence': 0.9}, {'topic': 'European Union', 'confidence': 0.8}, {'topic': 'security', 'confidence': 0.7}, {'topic': 'defence', 'confidence': 0.6}, {'topic': 'democracy', 'confidence': 0.5}]","[{'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'European Union', 'entity_type': 'organization'}, {'name': 'Republic of Moldova', 'entity_type': 'location'}, {'name': 'Siegfried Mureşan', 'entity_type': 'person'}]",positive,The speaker emphasizes the importance of supporting Ukraine and the Republic of Moldova in their efforts to achieve stability and EU membership.,274,2022-03-01,2022," – Mr President, dear colleagues, now is the time for actions and clear words, so I will say four things very clearly.  We can only live in safety and security within the borders of the 27 Member States of the Union if we are surrounded by countries which are safe and stable in our neighbourhood. This is why defending Ukraine means defending the European Union. We have to provide all the support that we can to Ukraine, including financial support, and here we, the European Parliament, have a big",PPE,,right
Tomislav Sokol,"[{'topic': 'demographic challenges', 'confidence': 0.9}, {'topic': 'urbanization', 'confidence': 0.8}, {'topic': 'infrastructure', 'confidence': 0.7}]","[{'name': 'Tomislav Sokol', 'entity_type': 'person'}]",negative,"The EU faces significant demographic challenges due to aging population, low birth rates, and migration, which may lead to depopulation and security issues.",275,2022-10-04,2022," –Poštovani predsjedavajući, Europska unija suočava se s velikim demografskim izazovima u vidu starenja stanovništva, pada stope nataliteta i iseljavanje iz ruralnih u urbana područja, a sve to ostavlja vidljiv trag u Europi te dugoročno gledajući, depopulacija Unije postaje i sigurnosni problem.  Glavni uzroci demografskih promjena koje prisiljavaju stanovnike navedenih područja da odsele a druge odvraćaju da se dosele su loša zdravstvenu i obrazovna infrastruktura, slaba prometna povezanost i ",PPE,,right
Joachim Kuhs,"[{'topic': 'Transparency', 'confidence': 0.9}, {'topic': 'Investment decisions', 'confidence': 0.7}]","[{'name': 'Joachim Kuhs', 'entity_type': 'person'}, {'name': 'EIB', 'entity_type': 'organization'}, {'name': 'European Commission', 'entity_type': 'organization'}, {'name': 'Rechnungshof', 'entity_type': 'organization'}, {'name': 'BioNTech/Pfizer', 'entity_type': 'organization'}, {'name': 'Hans-Gert Hoyer', 'entity_type': 'person'}]",negative,"The speaker criticizes the EIB for a decline in transparency and questionable investment decisions, particularly the investment in the BioNTech/Pfizer COVID-19 vaccine.",276,2022-07-06,2022,"im Namen der ID-Fraktion. – Frau Präsidentin, Frau Vizepräsidentin, sehr geehrter Herr Präsident Hoyer, werte Kollegen! Ich muss leider etwas Wasser in den Wein gießen, denn auch in der EIB ist nicht alles Gold, was glänzt. Ich möchte zwei Punkte anführen: Erstens den starken Rückgang der Transparenz, der schon erwähnt wurde. Im Jahr 2010 wurden 96 % aller Projekte drei Wochen vor der Genehmigung durch den Verwaltungsrat veröffentlicht. Im Jahr 2020 werden es nur 60 % sein. Das ist eine sehr bed",ID,,right
Vlad Gheorghe,"[{'topic': 'environmental protection', 'confidence': 0.9}, {'topic': 'deforestation', 'confidence': 0.8}, {'topic': 'climate change', 'confidence': 0.7}, {'topic': 'politics', 'confidence': 0.6}, {'topic': 'future of children', 'confidence': 0.5}]","[{'name': 'Europa', 'entity_type': 'location'}]",negative,"The speaker emphasizes the importance of taking immediate action to protect the environment and the future of children, criticizing politicians who prioritize profit over people's health and the planet's well-being.",277,2022-06-23,2022," – Doamna președintă, am votat pentru protejarea mediului astăzi, am votat împotriva tăierilor ilegale de pădure, împotriva hoților de lemne și grupurilor infracționale organizate care ne distrug viața tuturor. Trăim fenomene meteo extreme peste tot în Europa. E doar începutul. Copiii noștri nu au un viitor, dacă nu luăm măsuri acum.  Tăierile ilegale de pădure declanșează reacții în lanț. E științific demonstrat și o știm cu toții. Cu toate acestea, există încă politicieni care pun mai presus d",ALDE,,center
Bert-Jan Ruissen,"[{'topic': 'EU-Afrika-top', 'confidence': 0.9}, {'topic': 'geopolitics', 'confidence': 0.7}, {'topic': 'agriculture', 'confidence': 0.6}, {'topic': 'human rights', 'confidence': 0.5}]","[{'name': 'China', 'entity_type': 'location'}]",positive,The speaker sees opportunities for the EU to give a new impulse to cooperation with Africa and emphasizes the importance of supporting African agriculture and addressing human rights concerns.,278,2022-02-15,2022," – Voorzitter, de komende EU-Afrika-top biedt heel mooie kansen om de samenwerking met Afrika een nieuwe impuls te geven, en dat is hard nodig. Geopolitiek, om tegenwicht te bieden tegen China, dat Afrika steeds meer als een wingewest beschouwt, maar ook omdat het gewoon onze morele plicht is om ook onze bijdrage te leveren in de strijd tegen honger en armoede in de wereld. Met name de agrosector kan daarbij, denk ik, een heel belangrijke rol vervullen. Met onze kennis en expertise kunnen we de ",ECR,,right
Dominique Bilde,"[{'topic': 'Afghanistan', 'confidence': 0.9}, {'topic': ""Women's rights"", 'confidence': 0.8}, {'topic': 'Humanitarian aid', 'confidence': 0.7}, {'topic': 'Taliban', 'confidence': 0.6}, {'topic': 'Human rights', 'confidence': 0.5}]","[{'name': 'Afghanistan', 'entity_type': 'location'}, {'name': 'Taliban', 'entity_type': 'organization'}, {'name': 'Women', 'entity_type': 'other'}]",negative,The speaker criticizes the Taliban's treatment of women in Afghanistan and questions the West's willingness to compromise on its values for humanitarian reasons.,279,2022-11-23,2022,"par écrit. – Plus d’un an après le retour des talibans au pouvoir, que reste-t-il des espoirs de quelques gogos crédules quant à l’avènement d’un gouvernement “modéré”? Bien peu de choses, de même, du reste, que s’agissant des droits les plus élémentaires des femmes. De l’éducation à la tenue vestimentaire, en passant par les avanies les plus mesquines, à l’instar des restrictions relatives à la fréquentation des parcs et jardins de Kaboul, rien n’aura été épargné à ces dernières.  Au-delà de l’",ID,,right
Othmar Karas,"[{'topic': 'social Europe', 'confidence': 0.9}, {'topic': 'climate change', 'confidence': 0.8}, {'topic': 'energy transition', 'confidence': 0.7}]","[{'name': 'European Parliament', 'entity_type': 'organization'}, {'name': 'Russia', 'entity_type': 'location'}, {'name': 'Ukraine', 'entity_type': 'location'}]",positive,The speaker advocates for a social climate fund to support those affected by the energy transition and climate change.,280,2022-06-07,2022," – Herr Präsident, meine Damen und Herren! Heute ist ein guter Tag für ein sozialeres Europa. In der Nacht haben sich Europäisches Parlament und der Rat auf gemeinsame Berechnungsgrundlagen beim Mindestlohn geeinigt. Jetzt diskutieren wir die Einrichtung eines sozialen Klimafonds. Mit dem Green Deal haben wir versprochen, Europa bis 2050 zum ersten klimaneutralen Kontinent zu machen. Wir haben versprochen, uns für eine sozial gerechte Energiewende einzusetzen. Der soziale Klimafonds steht für al",PPE,,right
Enikő Győri,"[{'topic': 'economy', 'confidence': 0.8}, {'topic': 'regulation', 'confidence': 0.7}, {'topic': 'business', 'confidence': 0.6}]","[{'name': 'Joe', 'entity_type': 'person'}]",negative,The speaker argues that imposing new regulations on European companies in times of crisis is a mistake and could lead to businesses leaving the EU.,281,2022-11-09,2022," – Elnök Asszony! Az európai cégekre újabb terheket pakolni megítélésem szerint békeidőben sem tanácsos, de háború idején, egy járvány után és egy újabb válság küszöbén, amikor sokuk a talpon maradásért küzd, óriási hiba. Mindez hatványozottan igaz a kkv-kra. Nézzük meg, mit is jelentene, ha a tervezetben foglaltak megvalósulnának. Vegyük mondjuk Joe digitális fejlesztéssel foglalkozó kisvállalkozását, amely növekedni akar, tervei megvalósításához már a tőzsdén jegyezteti magát. Hiába írunk már ",NI,,unknown
Jaak Madison,"[{'topic': 'corruption', 'confidence': 0.9}, {'topic': 'European Commission', 'confidence': 0.7}, {'topic': 'Belgian police', 'confidence': 0.6}, {'topic': 'vaccines', 'confidence': 0.5}, {'topic': 'parliamentary procedure', 'confidence': 0.4}]","[{'name': ""Emily O'Reilly"", 'entity_type': 'person'}, {'name': 'Ursula von der Leyen', 'entity_type': 'person'}, {'name': 'Pfizer', 'entity_type': 'organization'}, {'name': 'Katar', 'entity_type': 'location'}]",negative,The speaker criticizes the European Commission for hiding information about a deal with Pfizer and calls for transparency in the fight against corruption.,282,2022-12-13,2022," – Austatud istungi juhataja! Austatud volinik ja austatud kolleegid, niipalju kui teid siin saalis on. Esiteks tuleb kiita loomulikult Belgia politseid väga hea töö eest. Et leida 600 000 eurot kilekottides või poekottides europarlamendi kontoritest on muidugi märkimisväärne töö. Samas ma kardan, et see võib olla muidugi jäämäe tipp, et viis-kuus parlamendisaadikut sotsiaaldemokraatide seast on seotud korruptsiooniga Kataris ja ma arvan, et siit tuleb veel väga palju välja seda informatsiooni. ",ID,,right
Sylvie Brunet,"[{'topic': 'pauvreté', 'confidence': 0.9}, {'topic': 'emploi', 'confidence': 0.7}]","[{'name': 'Sylvie Brunet', 'entity_type': 'person'}, {'name': 'Renew', 'entity_type': 'organization'}, {'name': 'Madame la Commissaire', 'entity_type': 'person'}]",positive,"The speaker, Sylvie Brunet, highlights the issue of poverty in the EU and supports concrete actions to combat it, particularly for women.",283,2022-07-04,2022,"au nom du groupe Renew. – Madame la Présidente, Madame la Commissaire, chers collègues, il est révoltant, oui, révoltant qu’en 2022, il y ait encore des millions de femmes, d’hommes, d’enfants dans l’Union européenne dans une situation de grande pauvreté. Les femmes pauvres font face à des problématiques spécifiques qui doivent être traitées comme telles. Je voudrais saluer le travail accompli sur ce rapport, qui présente des pistes concrètes et pertinentes pour lutter contre la pauvreté des fem",ALDE,,center
Charlie Weimers,"[{'topic': 'Russian aggression', 'confidence': 0.9}, {'topic': 'terrorism', 'confidence': 0.8}, {'topic': 'EU-Russia relations', 'confidence': 0.7}, {'topic': 'Ukraine', 'confidence': 0.6}, {'topic': 'regional stability', 'confidence': 0.5}]","[{'name': 'Charlie Weimers', 'entity_type': 'person'}, {'name': 'Commissioner Johansson', 'entity_type': 'person'}, {'name': 'Russia', 'entity_type': 'location'}, {'name': 'Syria', 'entity_type': 'location'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Chechnya', 'entity_type': 'location'}, {'name': 'Georgia', 'entity_type': 'location'}, {'name': 'Middle East', 'entity_type': 'location'}, {'name': 'Latin America', 'entity_type': 'location'}, {'name': 'Syria', 'entity_type': 'location'}, {'name': 'Cuba', 'entity_type': 'location'}, {'name': 'North Korea', 'entity_type': 'location'}, {'name': 'Iran', 'entity_type': 'location'}, {'name': 'Moscow', 'entity_type': 'location'}, {'name': 'Latvia', 'entity_type': 'location'}, {'name': 'Lithuania', 'entity_type': 'location'}, {'name': 'Estonia', 'entity_type': 'location'}]",negative,The EU Parliament should recognize Russia as a pariah state and a sponsor of terrorism due to its aggressive actions and support for terrorist regimes.,284,2022-10-18,2022,"on behalf of the ECR Group. – Madam President, Commissioner Johansson, colleagues, in the past decades, the Russian Federation has attempted to re-establish regional hegemony. Russia inspires terror by murdering countless civilian victims, by indiscriminate targeting in Chechnya, Georgia, Syria and Ukraine. Russia relishes instability by supporting and financing terrorist regimes and organisations in the Middle East and Latin America. Russia’s closest allies Syria, Cuba, North Korea and Iran, ar",ECR,,right
Emmanuel Maurel,"[{'topic': 'Ukraine conflict', 'confidence': 0.9}, {'topic': 'European aid', 'confidence': 0.7}]","[{'name': 'Sandu', 'entity_type': 'person'}, {'name': 'Moldavie', 'entity_type': 'location'}, {'name': 'Tiraspol', 'entity_type': 'location'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Russia', 'entity_type': 'location'}]",positive,The speaker supports providing further aid to Moldova in response to the Ukraine conflict and social crisis.,285,2022-05-18,2022,"au nom du groupe The Left. – Monsieur le Président, nous avons tous été émus par le discours empreint de gravité de Mme Sandu, qui est la première ministre courageuse d’un pays éprouvé et qui déploie des efforts immenses pour accueillir un flot de réfugiés fuyant la guerre en Ukraine. Je crois que c’était bien pour nous, parlementaires européens, de lui réaffirmer notre soutien au moment où ce pays est confronté à des difficultés immenses et – cela a été dit mais je le répète – au moment où l’in",GUE/NGL,,left
Petar Vitanov,"[{'topic': 'food prices', 'confidence': 0.9}, {'topic': 'Ukraine-Russia conflict', 'confidence': 0.8}, {'topic': 'European Union support', 'confidence': 0.7}]","[{'name': 'Russia', 'entity_type': 'location'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Petar Vitanov', 'entity_type': 'person'}]",negative,"The EU should counter the use of food as a weapon by Russia and support alternative transportation routes for Ukrainian grain exports to ensure the food security of millions of people, particularly in North Africa.",286,2022-07-06,2022," – Г-жо Председател, г-жо Комисар, войната на Русия доведе до рекордно високи цени на храните, а постоянно растящата цена на торовете и енергията, както и вътрешната забрана на Русия за износ на зърнени култури поставя под риск прехраната на десетки милиони хора, особено в страните от Северна Африка, които разчитат на внос на пшеница от Русия и от Украйна.  И да, Европа трябва да противодейства с всички средства на използването на храната като оръжие и да способства за алтернативните транспортни",S&D,,center
Maria Grapini,"[{'topic': 'European integration', 'confidence': 0.9}, {'topic': 'Parliamentary powers', 'confidence': 0.7}]",[],neutral,The speaker supports the topic and questions the direction of European integration.,287,2022-06-09,2022,"intervenție de tip „cartonaș albastru”. – Stimate coleg, înțeleg din discursul dumneavoastră că susțineți această această temă și o susțin și eu, cel puțin din două puncte de vedere: faptul că Parlamentul nu are drept de inițiativă legislativă și faptul că, iată, țara mea stă afară, pentru că se opune o singură țară, fiind unanimitate în Consiliu.  Dar, vă întreb, credeți că trebuie să mergem spre o uniune federală sau să rămânem o uniune de state cu subsidiarități și constituții naționale? ",S&D,,center
Tiemo Wölken,"[{'topic': 'Krebsbekämpfung', 'confidence': 0.9}, {'topic': 'Alkoholkritik', 'confidence': 0.7}]","[{'name': 'Véronique Kyriakides', 'entity_type': 'person'}, {'name': 'Europäisches Parlament', 'entity_type': 'organization'}, {'name': 'Deutschland', 'entity_type': 'location'}]",positive,"The speaker praises the report on cancer prevention and treatment, emphasizing the importance of screening, research cooperation, and the right to forget for cancer patients, while criticizing the attempt to weaken the report's mention of the health risks of alcohol.",288,2022-02-15,2022," – Sehr geehrte Frau Präsidentin, sehr geehrte Frau Kommissarin Kyriakides! Liebe Véronique, herzlichen Glückwunsch zu diesem Bericht! Zusammen mit den Schattenberichterstatterinnen und Schattenberichterstattern hast du hier wirklich etwas Großartiges vorgelegt.  Das Europäische Parlament macht klar, dass wir im Kampf gegen den Krebs vier Dinge brauchen: Wir brauchen gute Prävention, wir brauchen ein gutes Erkennen der Krebserkrankungen, wir brauchen eine gute Behandlung für Menschen, die an Kre",S&D,,center
Seán Kelly,"[{'topic': 'EU support for Moldova', 'confidence': 0.9}, {'topic': 'humanitarian efforts', 'confidence': 0.7}]","[{'name': 'Moldova', 'entity_type': 'location'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Russia', 'entity_type': 'location'}]",positive,The speaker supports granting candidate status to Moldova due to its humanitarian efforts and the need for EU support.,289,2022-05-19,2022," – Mr President, I voted for this report as granting candidate status to Moldova in line with Article 49 of the Treaty of the European Union on the basis of merit is the right thing to do. The report highlights that Moldova has been disproportionately affected by the Russian war in neighbouring Ukraine due to the arrival of more than 450 000 Ukrainian refugees since the invasion began on 24 February.  I commend the humanitarian efforts undertaken by Moldova and its government. Furthermore, the r",PPE,,right
Nicola Beer,"[{'topic': 'energy embargo', 'confidence': 0.9}, {'topic': 'geopolitics', 'confidence': 0.7}, {'topic': 'european union', 'confidence': 0.6}, {'topic': 'russia', 'confidence': 0.6}, {'topic': 'ukraine', 'confidence': 0.5}]","[{'name': 'Nicola Beer', 'entity_type': 'person'}, {'name': 'Putin', 'entity_type': 'person'}, {'name': 'Russia', 'entity_type': 'location'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'European Union', 'entity_type': 'organization'}]",positive,The speaker supports the EU's decision to impose an oil embargo on Russia and believes it's a necessary step for Europe to take responsibility and demonstrate its commitment to Ukraine.,290,2022-05-04,2022," – Herr Präsident, Madame la Ministre, Monsieur le Commissaire! Europa bewegt sich weiter; endlich ist auch ein Ölembargo in greifbarer Nähe. Wir verlassen endlich auch im Energiebereich unsere Komfortzone. Wir Europäer müssen diesen Schritt gehen. Alleine der erhobene europäische Zeigefinger wird den russischen Angriffskrieg nicht beenden. Nach den bisherigen Sanktionspaketen, nach den Entscheidungen zu Waffenlieferungen ist das Ölembargo die überfällige geopolitische Entscheidung, mit der Euro",ALDE,,center
Karsten Lucke,"[{'topic': 'Long-COVID and its consequences', 'confidence': 0.9}, {'topic': 'Access to treatment and medication', 'confidence': 0.8}, {'topic': 'Patient welfare and support', 'confidence': 0.7}, {'topic': ""European Commission's responsibility"", 'confidence': 0.6}, {'topic': 'Healthcare policy', 'confidence': 0.5}]","[{'name': 'WHO', 'entity_type': 'organization'}, {'name': 'Karsten Lucke', 'entity_type': 'person'}]",negative,Karsten Lucke criticizes the European Commission for not doing enough to support people suffering from Long-COVID and its consequences.,291,2022-10-06,2022," – Herr Präsident, Herr Kommissar! Mit Verlaub, Sie haben viele richtige und wichtige Dinge gesagt, aber natürlich hat die Kommission bei Weitem hier nicht alles getan, und auch schon in Ihrer Mitteilung bleibt ein Gedanke viel zu vage: Wir müssen auch die schützen, die nicht unbeschadet durch diese Pandemie gekommen sind. „Leave no one behind“ darf kein Lippenbekenntnis sein! Wir brauchen dringend konkretere Pläne für die Zukunft, für die Menschen, die an einer Infektionskrankheit leiden und ch",S&D,,center
Gwendoline Delbos-Corfield,"[{'topic': 'veto', 'confidence': 0.9}, {'topic': 'majority', 'confidence': 0.7}]","[{'name': 'Gwendoline Delbos-Corfield', 'entity_type': 'person'}]",negative,"The speaker criticizes the use of vetoes when countries are not genuinely interested in policy content, arguing it undermines their work and suggests they can find majorities without it.",292,2022-12-14,2022,"blue-card reply. – No they’re not because they did it with good faith. I’m serious! I’m serious! When vetoes are used when the country is not interested in the real content of the policies and it’s just using it to have deals on another topic, that is very problematic. That’s why I think that those that are using it in good faith are weakening their own work, and that’s why I’m saying that they are good enough now to find majorities and they would not need it. They could do without it because th",Greens/EFA,,left
Clara Ponsatí Obiols,"[{'topic': 'language rights', 'confidence': 0.9}, {'topic': 'European Union', 'confidence': 0.7}]","[{'name': 'Catalan', 'entity_type': 'language'}]",negative,The speaker criticizes the treatment of minority groups in the European Union and calls for self-determination.,293,2022-12-15,2022," – Yes, my words cannot be translated because they were in Catalan. Millions of European citizens are being treated, even in this Parliament, as second-class European citizens – we’re second class, yes. And in the meantime, Spanish MEPs come to this microphone and speak about diversity and how languages unite. No, this is cynicism and it’s intolerable.  The truth is that the European Union underpins the position of national majorities in each Member State and works against, not in favour, of reg",NI,,unknown
Tom Vandendriessche,"[{'topic': 'censorship', 'confidence': 0.9}, {'topic': 'free speech', 'confidence': 0.8}, {'topic': 'social media', 'confidence': 0.7}, {'topic': 'democracy', 'confidence': 0.6}, {'topic': 'digital rights', 'confidence': 0.5}]","[{'name': 'Facebook', 'entity_type': 'organization'}]",negative,"The speaker argues that social media companies have too much power and are censoring users, and that this must be stopped to protect free speech and democracy.",294,2022-01-19,2022," – Voorzitter, collega’s, in onze moderne democratie speelt een groot deel van het maatschappelijk debat zich af op sociale media zoals Facebook. Deze digitale platformen zijn moderne marktplaatsen van informatie. Maar hiervoor bestaan geen alternatieven. Het zijn monopolisten, en dat geeft deze bedrijven grote macht, té grote macht. Want die macht misbruiken ze. Ze controleren, blokkeren en censureren iedereen die het niet met hen eens is. Hun multicultureel model mag immers niet betwist worden",ID,,right
Evin Incir,"[{'topic': 'Ukraine conflict', 'confidence': 0.9}, {'topic': 'terrorism', 'confidence': 0.8}, {'topic': ""Putin's regime"", 'confidence': 0.7}]","[{'name': 'Putin', 'entity_type': 'person'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Iran', 'entity_type': 'location'}]",negative,The speaker condemns Putin's regime as a state sponsor of terrorism and calls for it to be held accountable for its actions in Ukraine.,295,2022-10-18,2022," – Madam President, Madam Commissioner, colleagues, the Devil can only play God if we do not dare to call him the Devil. Well, we have a duty towards all people that have got their homes destroyed and all people that have been killed at the hands of Putin to call him out. Yes, through actions, but also through words, because words pave the way for actions.  The Putin Russian regime is a terrorist state and is a state sponsor of terrorism. If the aggression on Ukraine, violation of other states’ ",S&D,,center
Alex Agius Saliba,"[{'topic': 'climate change', 'confidence': 0.8}, {'topic': 'economic crisis', 'confidence': 0.9}, {'topic': 'social inequality', 'confidence': 0.7}]","[{'name': 'Alex Agius Saliba', 'entity_type': 'person'}]",negative,"The speaker emphasizes the need for urgent action to address the climate crisis and social inequality, while also highlighting the challenges posed by the economic crisis and the need for a strong budget to provide solutions.",296,2022-10-18,2022," – Sur President, filwaqt illi l-Ewropa  kienet qed tirkupra mill-kriżi tal-pandemija, sabet ma’ wiċċha numru ta’ kriżijiet oħrajn: minn dik tal-gwerra, inflazzjoni għolja, prezzijiet esaġerati tal-enerġija u tal-ikel, diżokkupazzjoni li kompliet tiżdied, faqar u inugwaljanzi soċjali li splodew. U waqt dawn l-isfidi kollha, irridu nibqgħu nindirizzaw l-isfidi tat-tibdil fil-klima u t-tranżizzjoni diġitali.  Din is-sitwazzjoni ser timpatta b’mod negattiv il-qagħda soċjali u ekonomika tal-Unjoni E",S&D,,center
Sirpa Pietikäinen,"[{'topic': 'environmental harm', 'confidence': 0.9}, {'topic': 'circular economy', 'confidence': 0.8}, {'topic': 'textile industry', 'confidence': 0.8}, {'topic': 'sustainability', 'confidence': 0.7}, {'topic': 'regulation', 'confidence': 0.6}]","[{'name': 'Commission', 'entity_type': 'organization'}, {'name': 'Commissioner', 'entity_type': 'person'}]",positive,"The speaker, Sirpa Pietikäinen, praises the EU Commission's textile strategy and calls for stronger regulations to address the environmental harm caused by the textile industry.",297,2022-03-10,2022," – Madam President, textiles are growing environmental harm, as we have heard many times already today here in the plenary, and it is up to buildings and food on the scale of circular economy and resource efficiency of the material consumption what we have globally. It is championing to be the first or the second in chemicalisation, in water consumption, in waste problems and in CO2 emissions. Should I continue? And what is the problem with the textiles is that basically everything goes wrong wi",PPE,,right
Ivan Vilibor Sinčić,"[{'topic': 'human rights', 'confidence': 0.9}, {'topic': 'democracy', 'confidence': 0.7}, {'topic': 'COVID-19', 'confidence': 0.6}, {'topic': 'European Convention on Human Rights', 'confidence': 0.5}, {'topic': 'Bosnia and Herzegovina', 'confidence': 0.4}]","[{'name': 'Ivan Vilibor Sinčić', 'entity_type': 'person'}, {'name': 'Ajanović', 'entity_type': 'person'}, {'name': 'Bosnia and Herzegovina', 'entity_type': 'location'}, {'name': 'European Court of Human Rights', 'entity_type': 'organization'}]",positive,"The speaker praises the Constitutional Court of Bosnia and Herzegovina for its decision to protect human rights and democracy, and criticizes the government for allowing the violation of these rights.",298,2022-03-08,2022," – Poštovani predsjedavajući, želim ovdje s vama podijeliti jednu pozitivnu priču iz Bosne i Hercegovine što se tiče zaštite ljudskih i ustavnih prava građana. Osim što je prije više od godinu dana Ustavni sud BiH proglasio obavezu nošenja maski i ograničenje kretanja neustavnim, imamo i nove odluke.  23. veljače ove godine Ustavni sud BiH donio je prema apelaciji advokata Ajanovića odluku kojom neustavnim proglašava COVID potvrde i neustavnim proglašava obvezno cijepljenje koje su uveli uski se",NI,,unknown
Beata Szydło,"[{'topic': 'solidarity and unity', 'confidence': 0.8}, {'topic': 'democratic elections and decisions', 'confidence': 0.7}, {'topic': 'energy policy', 'confidence': 0.6}, {'topic': 'climate policy', 'confidence': 0.5}]","[{'name': 'Von der Leyen', 'entity_type': 'person'}, {'name': 'Nord Stream 2', 'entity_type': 'organization'}]",negative,"The speaker criticizes the lack of decisive action from the European institutions and calls for a more proactive approach to address the current crisis, particularly in energy and climate policy.",299,2022-10-19,2022,"w imieniu grupy ECR. – Pani Przewodnicząca! Szanowna Pani Komisarz! Pani Przewodnicząca Komisji! Szanowni Państwo! Pani przewodnicząca von der Leyen mówiła przed momentem o solidarności i o jedności, której potrzebujemy w tej chwili, aby przezwyciężyć ten wielki kryzys, przed którym stoimy wszyscy i o którym rozmawiamy już tak bardzo długo.  Tygodnie, miesiące mijają, a my ciągle jesteśmy w tym samym miejscu. Ciągle są plany i ciągle słyszymy słowa właśnie o solidarności i jedności. Potrzebujemy",ECR,,right
Sandro Gozi,"[{'topic': 'Economic Circularity', 'confidence': 0.9}, {'topic': 'Consumer Rights', 'confidence': 0.8}, {'topic': 'Environmental Protection', 'confidence': 0.7}]","[{'name': 'Sandro Gozi', 'entity_type': 'person'}]",positive,"The speaker emphasizes the importance of the right to repair and the need to create a durable single market, while also highlighting the potential for innovation and consumer choice.",300,2022-04-07,2022," – Madame la Présidente, 77 % des Européens préféreraient réparer leurs biens plutôt que de les changer. Pourtant, trois quarts d’entre eux sont obligés de jeter sans réparer. Impossible de parler d’économie circulaire sans droit à la réparation. Inacceptable de dénier la liberté des choix aux consommateurs. Nous devons interdire les pratiques d’obsolescence programmée et le choix réparable doit devenir le choix par défaut. L’enjeu est double: créer un marché unique durable et augmenter le pouvo",ALDE,,center
Sunčana Glavak,"[{'topic': 'violence against women', 'confidence': 0.9}, {'topic': 'economic empowerment of women', 'confidence': 0.8}, {'topic': 'equality and social inclusion', 'confidence': 0.7}]","[{'name': 'Sunčana Glavak', 'entity_type': 'person'}, {'name': 'McKinsey', 'entity_type': 'organization'}]",positive,The speaker emphasizes the importance of addressing violence against women and promoting their economic empowerment to increase the EU's GDP.,301,2022-10-19,2022," – Poštovana predsjedavajuća, kolegice i kolege, samo četrnaest posto žena prijavljuje nasilje. Svaka šesta žena u Europi žrtva je obiteljskog nasilja, a svakih sedam žena svaki dan umire od posljedica takvog nasilja. Nasilje nad ženama uzrok je i posljedica i siromaštva i socijalne isključenosti žena, čime se posebno povećava rizik od nemogućnosti izlaska iz te situacije. Ali žene su jake. Dozvolite mi da vam kažem jedno zanimljivo istraživanje tvrtke McKinsey: tvrtke s najvećom spolnom raznoli",PPE,,right
Nico Semsrott,"[{'topic': 'Climate crisis', 'confidence': 0.9}, {'topic': 'Economic inequality', 'confidence': 0.7}, {'topic': 'Sanctions', 'confidence': 0.6}]","[{'name': 'Elon Musk', 'entity_type': 'person'}]",negative,"The speaker demands that billionaires be held accountable for solving the climate crisis within a year, threatening to expropriate their wealth if they fail.",302,2022-11-21,2022," – Frau Präsidentin! Die EU hat dieses Jahr Sanktionen gegen russische Oligarchen verhängt. Wann verhängt sie endlich Sanktionen gegen die restlichen? Wir sollten allen Milliardären weltweit ein Ultimatum setzen: Wenn ihr in einem Jahr die Klimakrise nicht gelöst habt, werdet ihr enteignet. Ihr besitzt alles, was man dafür braucht: die fossilen Unternehmen, Geld, alle Medien, alle sozialen Medien, Millionen Arbeitskräfte und viele Politiker.  Als mildere Variante schlage ich ein TV-Format vor. D",Greens/EFA,,left
Claudia Gamon,"[{'topic': 'European Union budget', 'confidence': 0.9}, {'topic': 'climate responsibility', 'confidence': 0.7}]","[{'name': 'European Union', 'entity_type': 'organization'}]",positive,The speaker advocates for the European Union to have more control over its budget to make crisis-proof decisions and take responsibility for the climate and future economic sustainability.,303,2022-11-22,2022," – Herr Präsident! Warum braucht die Europäische Union unbedingt mehr Eigenmittel, mehr eigene budgetäre Quellen? Weil sie mehr Freiraum schaffen, weil sie uns krisenfest machen. Dass die Europäische Union für wesentliche budgetäre Entscheidungen in der Vergangenheit de facto fast vollkommen abhängig vom Willen der Mitgliedstaaten war, war ein Konstruktionsfehler. Und wer jetzt hier behauptet, dass mögliche Quellen, wie der Emissionshandel, Unternehmen belasten würden, der kann auch endlich anfa",ALDE,,center
